defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,failure_mode,machine_id
DEF-00488,M02183,Thermal Defect,2026-06-07,Motor Housing,Critical,Automated,1093.01,HDF,LINE2-M01
DEF-00489,L02185,Power Defect,2026-06-07,Power Supply,Critical,Automated,1263.44,PWF,LINE1-M01
DEF-00490,M02187,Power Defect,2026-06-07,Electrical Panel,Critical,Manual,1649.16,PWF,LINE3-M01
DEF-00491,L02192,Power Defect,2026-06-07,Drive Motor,Major,Manual,629.6,PWF,LINE1-M01
DEF-00492,L02195,Power Defect,2026-06-07,Drive Motor,Critical,Visual,2050.1,PWF,LINE3-M02
DEF-00493,L02198,Power Defect,2026-06-07,VFD Unit,Major,X-Ray,640.38,PWF,LINE3-M01
DEF-00494,L02216,Thermal Defect,2026-06-07,Motor Housing,Major,Visual,527.24,HDF,LINE3-M02
DEF-00495,L02218,Power Defect,2026-06-07,Power Supply,Critical,X-Ray,2146.97,PWF,LINE3-M01
DEF-00496,L02222,Thermal Defect,2026-06-07,Heat Exchanger,Critical,X-Ray,2216.79,HDF,LINE2-M02
DEF-00497,M02227,Power Defect,2026-06-07,Power Supply,Critical,Ultrasonic,992.1,PWF,LINE3-M01
DEF-00498,L02232,Power Defect,2026-06-07,VFD Unit,Minor,Ultrasonic,208.63,PWF,LINE1-M01
DEF-00499,L02238,Power Defect,2026-06-07,VFD Unit,Critical,Automated,1090.65,PWF,LINE3-M01
DEF-00500,H02240,Tool Damage,2026-06-07,Spindle Interface,Critical,Ultrasonic,1818.79,TWF,LINE2-M01
DEF-00501,M02241,Power Defect,2026-06-07,VFD Unit,Critical,Visual,1545.21,PWF,LINE2-M02
DEF-00502,M02244,Tool Damage,2026-06-07,Tool Tip,Minor,Visual,246.08,TWF,LINE1-M02
DEF-00503,L02246,Tool Damage,2026-06-07,Tool Holder,Major,Manual,474.73,TWF,LINE2-M02
DEF-00504,M02247,Power Defect,2026-06-07,VFD Unit,Major,Ultrasonic,353.4,PWF,LINE2-M01
DEF-00505,L02248,Tool Damage,2026-06-07,Tool Holder,Major,Automated,792.82,TWF,LINE1-M02
DEF-00506,M02249,Tool Damage,2026-06-07,Cutting Edge,Major,Visual,566.31,TWF,LINE1-M02
DEF-00507,M02250,Power Defect,2026-06-07,VFD Unit,Minor,Automated,186.75,PWF,LINE1-M02
DEF-00508,M02251,Tool Damage,2026-06-07,Tool Tip,Minor,Manual,180.11,TWF,LINE3-M01
DEF-00509,M02252,Tool Damage,2026-06-07,Tool Tip,Major,Manual,732.26,TWF,LINE3-M02
DEF-00510,M02253,Tool Damage,2026-06-07,Cutting Edge,Major,Automated,571.09,TWF,LINE2-M01
DEF-00511,L02254,Tool Damage,2026-06-07,Spindle Interface,Major,Manual,662.84,TWF,LINE3-M01
DEF-00512,H02257,Power Defect,2026-06-07,VFD Unit,Critical,X-Ray,935.64,PWF,LINE3-M01
DEF-00513,M02263,Power Defect,2026-06-07,VFD Unit,Critical,Automated,2294.84,PWF,LINE3-M02
DEF-00514,M02270,Power Defect,2026-06-07,Electrical Panel,Major,Ultrasonic,671.14,PWF,LINE2-M02
DEF-00515,H02274,Power Defect,2026-06-07,Drive Motor,Major,Manual,482.22,PWF,LINE3-M01
DEF-00516,L02289,Power Defect,2026-06-07,VFD Unit,Critical,X-Ray,2065.49,PWF,LINE1-M02
DEF-00517,H02301,Thermal Defect,2026-06-07,Motor Housing,Major,Manual,703.78,HDF,LINE2-M01
DEF-00518,L02310,Thermal Defect,2026-06-07,Heat Exchanger,Major,X-Ray,611.54,HDF,LINE3-M02
DEF-00519,L02312,Power Defect,2026-06-07,VFD Unit,Critical,Automated,2217.13,PWF,LINE1-M02
DEF-00520,M02313,Power Defect,2026-06-07,Electrical Panel,Critical,Manual,999.36,PWF,LINE3-M02
DEF-00521,H02317,Power Defect,2026-06-07,Drive Motor,Critical,Visual,2122.85,PWF,LINE2-M01
DEF-00522,L02319,Power Defect,2026-06-07,Electrical Panel,Minor,X-Ray,156.39,PWF,LINE1-M01
DEF-00523,M02323,Tool Damage,2026-06-07,Spindle Interface,Major,Manual,453.16,TWF,LINE2-M01
DEF-00524,M02324,Tool Damage,2026-06-07,Tool Holder,Minor,Manual,63.68,TWF,LINE1-M02
DEF-00525,M02326,Structural Stress,2026-06-07,Shaft,Major,Automated,325.87,OSF,LINE2-M02
DEF-00526,M02330,Tool Damage,2026-06-07,Tool Holder,Critical,X-Ray,1752.02,TWF,LINE2-M02
DEF-00527,L02331,Tool Damage,2026-06-07,Cutting Edge,Major,Manual,440.27,TWF,LINE1-M01
DEF-00528,M02332,Tool Damage,2026-06-07,Cutting Edge,Minor,Automated,54.71,TWF,LINE1-M01
DEF-00529,M02337,Thermal Defect,2026-06-07,Cooling System,Critical,Manual,1648.67,HDF,LINE1-M02
DEF-00530,L02341,Power Defect,2026-06-07,VFD Unit,Critical,Ultrasonic,1258.26,PWF,LINE2-M01
DEF-00531,L02344,Power Defect,2026-06-07,Drive Motor,Major,Automated,551.23,PWF,LINE2-M01
DEF-00532,L02352,Power Defect,2026-06-07,Drive Motor,Critical,Visual,1658.9,PWF,LINE3-M02
DEF-00533,M02376,Power Defect,2026-06-07,Drive Motor,Critical,Manual,1521.63,PWF,LINE2-M02
DEF-00534,L02381,Power Defect,2026-06-07,Drive Motor,Critical,X-Ray,1583.18,PWF,LINE2-M02
DEF-00535,M02402,Tool Damage,2026-06-07,Tool Tip,Minor,Visual,234.77,TWF,LINE1-M01
DEF-00536,L02404,Tool Damage,2026-06-07,Tool Tip,Major,Ultrasonic,559.76,TWF,LINE2-M02
DEF-00537,H02407,Tool Damage,2026-06-07,Cutting Edge,Critical,Ultrasonic,947.91,TWF,LINE1-M01
DEF-00538,H02408,Tool Damage,2026-06-07,Spindle Interface,Minor,Automated,140.51,TWF,LINE2-M01
DEF-00539,H02409,Tool Damage,2026-06-07,Tool Tip,Major,Visual,455.5,TWF,LINE1-M02
DEF-00540,M02417,Power Defect,2026-06-07,Drive Motor,Major,X-Ray,484.72,PWF,LINE1-M01
DEF-00541,M02438,Power Defect,2026-06-08,Electrical Panel,Critical,Automated,2387.5,PWF,LINE1-M01
DEF-00542,L02454,Power Defect,2026-06-08,Drive Motor,Minor,Automated,189.47,PWF,LINE1-M02
DEF-00543,M02468,Thermal Defect,2026-06-08,Bearing Assembly,Minor,X-Ray,138.84,HDF,LINE1-M02
DEF-00544,H02478,Thermal Defect,2026-06-08,Motor Housing,Major,Automated,480.27,HDF,LINE3-M01
DEF-00545,L02479,Power Defect,2026-06-08,VFD Unit,Major,Automated,344.39,PWF,LINE2-M01
DEF-00546,L02482,Power Defect,2026-06-08,Power Supply,Major,Manual,583.99,PWF,LINE1-M01
DEF-00547,M02483,Tool Damage,2026-06-08,Cutting Edge,Critical,Ultrasonic,2197.44,TWF,LINE3-M02
DEF-00548,L02484,Tool Damage,2026-06-08,Cutting Edge,Major,Manual,614.83,TWF,LINE1-M02
DEF-00549,L02485,Tool Damage,2026-06-08,Cutting Edge,Critical,Manual,1041.26,TWF,LINE3-M01
DEF-00550,L02487,Tool Damage,2026-06-08,Cutting Edge,Major,Ultrasonic,744.04,TWF,LINE1-M02
DEF-00551,L02489,Tool Damage,2026-06-08,Tool Holder,Minor,Ultrasonic,117.78,TWF,LINE2-M02
DEF-00552,M02490,Tool Damage,2026-06-08,Tool Tip,Critical,Visual,1819.73,TWF,LINE1-M01
DEF-00553,L02491,Tool Damage,2026-06-08,Cutting Edge,Major,Ultrasonic,382.06,TWF,LINE2-M02
DEF-00554,H02492,Tool Damage,2026-06-08,Tool Holder,Critical,Manual,1448.52,TWF,LINE3-M01
DEF-00555,M02495,Power Defect,2026-06-08,Drive Motor,Critical,Automated,1488.62,PWF,LINE1-M02
DEF-00556,H02510,Thermal Defect,2026-06-08,Cooling System,Major,Visual,417.73,HDF,LINE3-M02
DEF-00557,H02514,Power Defect,2026-06-08,Drive Motor,Critical,X-Ray,1527.78,PWF,LINE1-M01
DEF-00558,L02515,Power Defect,2026-06-08,VFD Unit,Critical,Ultrasonic,2479.15,PWF,LINE3-M02
DEF-00559,M02522,Thermal Defect,2026-06-08,Motor Housing,Critical,Manual,1112.54,HDF,LINE3-M01
DEF-00560,L02529,Thermal Defect,2026-06-08,Heat Exchanger,Minor,Manual,144.56,HDF,LINE2-M02
DEF-00561,L02534,Power Defect,2026-06-08,Power Supply,Major,Manual,362.05,PWF,LINE3-M02
DEF-00562,L02553,Power Defect,2026-06-08,VFD Unit,Critical,Manual,1033.01,PWF,LINE2-M02
DEF-00563,H02555,Power Defect,2026-06-08,Electrical Panel,Critical,Ultrasonic,2095.55,PWF,LINE1-M02
DEF-00564,M02558,Power Defect,2026-06-08,Drive Motor,Critical,Manual,1400.64,PWF,LINE1-M02
DEF-00565,L02569,Structural Stress,2026-06-08,Gearbox,Critical,Manual,867.86,OSF,LINE3-M02
DEF-00566,H02572,Tool Damage,2026-06-08,Tool Holder,Critical,Automated,910.94,TWF,LINE1-M01
DEF-00567,H02573,Tool Damage,2026-06-08,Tool Holder,Major,X-Ray,575.04,TWF,LINE3-M02
DEF-00568,M02574,Tool Damage,2026-06-08,Cutting Edge,Critical,Ultrasonic,2324.39,TWF,LINE3-M02
DEF-00569,L02575,Tool Damage,2026-06-08,Tool Holder,Major,Automated,683.73,TWF,LINE2-M01
DEF-00570,M02576,Tool Damage,2026-06-08,Tool Tip,Critical,X-Ray,2396.7,TWF,LINE1-M02
DEF-00571,L02577,Tool Damage,2026-06-08,Tool Holder,Major,Ultrasonic,448.83,TWF,LINE2-M02
DEF-00572,H02578,Tool Damage,2026-06-08,Cutting Edge,Critical,Ultrasonic,2037.47,TWF,LINE2-M02
DEF-00573,L02579,Tool Damage,2026-06-08,Spindle Interface,Major,X-Ray,679.83,TWF,LINE3-M01
DEF-00574,M02580,Power Defect,2026-06-08,Drive Motor,Major,Visual,706.72,PWF,LINE2-M02
DEF-00575,M02590,Power Defect,2026-06-08,Power Supply,Critical,Automated,1652.02,PWF,LINE2-M02
DEF-00576,H02591,Power Defect,2026-06-08,Drive Motor,Minor,Automated,59.9,PWF,LINE2-M02
DEF-00577,L02593,Power Defect,2026-06-08,Electrical Panel,Major,Automated,676.27,PWF,LINE2-M01
DEF-00578,M02600,Thermal Defect,2026-06-08,Heat Exchanger,Minor,Automated,236.59,HDF,LINE1-M01
DEF-00579,L02607,Power Defect,2026-06-08,Electrical Panel,Critical,Manual,2078.05,PWF,LINE2-M01
DEF-00580,L02616,Thermal Defect,2026-06-08,Cooling System,Major,Visual,760.45,HDF,LINE3-M02
DEF-00581,L02620,Power Defect,2026-06-08,Drive Motor,Critical,Automated,1654.4,PWF,LINE1-M01
DEF-00582,M02623,Thermal Defect,2026-06-08,Cooling System,Critical,X-Ray,1333.73,HDF,LINE2-M02
DEF-00583,L02627,Thermal Defect,2026-06-08,Heat Exchanger,Critical,X-Ray,984.92,HDF,LINE1-M01
DEF-00584,L02629,Power Defect,2026-06-08,Drive Motor,Critical,Ultrasonic,2206.78,PWF,LINE3-M02
DEF-00585,M02632,Power Defect,2026-06-08,Electrical Panel,Major,Ultrasonic,423.9,PWF,LINE3-M02
DEF-00586,M02637,Power Defect,2026-06-08,Drive Motor,Minor,Visual,227.55,PWF,LINE2-M02
DEF-00587,L02650,Tool Damage,2026-06-08,Cutting Edge,Minor,Ultrasonic,65.38,TWF,LINE1-M02
DEF-00588,M02651,Tool Damage,2026-06-08,Tool Tip,Major,Visual,617.21,TWF,LINE3-M01
DEF-00589,M02652,Power Defect,2026-06-08,Power Supply,Minor,X-Ray,212.07,PWF,LINE2-M01
DEF-00590,M02653,Tool Damage,2026-06-08,Cutting Edge,Critical,X-Ray,2385.8,TWF,LINE2-M01
DEF-00591,L02654,Tool Damage,2026-06-08,Tool Tip,Major,Ultrasonic,660.44,TWF,LINE2-M01
DEF-00592,H02655,Power Defect,2026-06-08,Power Supply,Critical,Automated,2366.92,PWF,LINE1-M01
DEF-00593,L02657,Tool Damage,2026-06-08,Cutting Edge,Critical,Manual,1568.98,TWF,LINE2-M01
DEF-00594,M02658,Tool Damage,2026-06-08,Spindle Interface,Major,Visual,384.92,TWF,LINE3-M02
DEF-00595,L02659,Tool Damage,2026-06-08,Tool Tip,Critical,Automated,987.07,TWF,LINE2-M02
DEF-00596,M02661,Tool Damage,2026-06-08,Spindle Interface,Major,Visual,717.94,TWF,LINE3-M02
DEF-00597,M02662,Tool Damage,2026-06-08,Cutting Edge,Major,Automated,433.99,TWF,LINE3-M01
DEF-00598,L02663,Tool Damage,2026-06-08,Spindle Interface,Critical,Ultrasonic,1773.53,TWF,LINE2-M02
DEF-00599,L02676,Power Defect,2026-06-08,Power Supply,Critical,Automated,1521.51,PWF,LINE1-M02
DEF-00600,L02677,Power Defect,2026-06-08,Power Supply,Major,Automated,787.52,PWF,LINE1-M01
DEF-00601,L02686,Thermal Defect,2026-06-08,Cooling System,Critical,X-Ray,1068.1,HDF,LINE2-M02
DEF-00602,L02687,Thermal Defect,2026-06-08,Motor Housing,Minor,Automated,99.84,HDF,LINE3-M02
DEF-00603,H02692,Power Defect,2026-06-08,Electrical Panel,Critical,X-Ray,1050.1,PWF,LINE3-M02
DEF-00604,L02697,Power Defect,2026-06-08,Electrical Panel,Major,Ultrasonic,680.65,PWF,LINE1-M01
DEF-00605,H02701,Power Defect,2026-06-08,Drive Motor,Major,Ultrasonic,475.5,PWF,LINE3-M01
DEF-00606,M02707,Power Defect,2026-06-08,Drive Motor,Minor,Visual,182.58,PWF,LINE2-M01
DEF-00607,H02729,Tool Damage,2026-06-08,Cutting Edge,Critical,Manual,1720.54,TWF,LINE1-M02
DEF-00608,H02730,Tool Damage,2026-06-08,Spindle Interface,Major,Automated,311.23,TWF,LINE2-M01
DEF-00609,L02733,Power Defect,2026-06-08,Drive Motor,Major,Visual,455.16,PWF,LINE1-M02
DEF-00610,H02735,Tool Damage,2026-06-08,Cutting Edge,Minor,X-Ray,241.3,TWF,LINE3-M01
DEF-00611,M02737,Tool Damage,2026-06-08,Cutting Edge,Critical,Manual,1014.62,TWF,LINE3-M02
DEF-00612,L02739,Tool Damage,2026-06-08,Cutting Edge,Critical,Automated,1892.21,TWF,LINE3-M01
DEF-00613,M02740,Tool Damage,2026-06-08,Spindle Interface,Minor,Automated,193.74,TWF,LINE3-M01
DEF-00614,M02741,Tool Damage,2026-06-08,Spindle Interface,Minor,Visual,124.42,TWF,LINE3-M01
DEF-00615,L02743,Power Defect,2026-06-08,Electrical Panel,Critical,Ultrasonic,1460.46,PWF,LINE2-M01
DEF-00616,M02746,Thermal Defect,2026-06-08,Bearing Assembly,Minor,Manual,172.76,HDF,LINE2-M01
DEF-00617,L02759,Power Defect,2026-06-08,Power Supply,Critical,Ultrasonic,1159.8,PWF,LINE1-M01
DEF-00618,L02761,Power Defect,2026-06-08,Electrical Panel,Critical,Visual,1277.31,PWF,LINE2-M01
DEF-00619,H02764,Power Defect,2026-06-08,Drive Motor,Critical,X-Ray,1554.69,PWF,LINE2-M01
DEF-00620,L02783,Power Defect,2026-06-08,Drive Motor,Major,Ultrasonic,328.65,PWF,LINE3-M01
DEF-00621,L02792,Power Defect,2026-06-08,Drive Motor,Major,X-Ray,333.35,PWF,LINE3-M02
DEF-00622,H02807,Power Defect,2026-06-09,Drive Motor,Major,Manual,426.47,PWF,LINE3-M01
DEF-00623,M02810,Structural Stress,2026-06-09,Frame Mount,Critical,Manual,2120.52,OSF,LINE3-M01
DEF-00624,L02811,Thermal Defect,2026-06-09,Cooling System,Major,Visual,516.68,HDF,LINE1-M01
DEF-00625,L02813,Tool Damage,2026-06-09,Tool Holder,Minor,X-Ray,82.92,TWF,LINE2-M01
DEF-00626,L02814,Tool Damage,2026-06-09,Tool Tip,Major,Automated,753.4,TWF,LINE2-M02
DEF-00627,M02815,Power Defect,2026-06-09,Drive Motor,Critical,Visual,2363.75,PWF,LINE3-M02
DEF-00628,M02816,Structural Stress,2026-06-09,Shaft,Major,Visual,679.13,OSF,LINE2-M01
DEF-00629,M02817,Tool Damage,2026-06-09,Tool Tip,Major,Automated,621.32,TWF,LINE1-M01
DEF-00630,L02820,Structural Stress,2026-06-09,Chuck Assembly,Major,Manual,378.99,OSF,LINE2-M02
DEF-00631,M02821,Tool Damage,2026-06-09,Tool Holder,Minor,Ultrasonic,192.53,TWF,LINE1-M02
DEF-00632,M02823,Tool Damage,2026-06-09,Cutting Edge,Major,Visual,434.02,TWF,LINE2-M01
DEF-00633,H02824,Tool Damage,2026-06-09,Cutting Edge,Major,Automated,266.9,TWF,LINE1-M01
DEF-00634,L02825,Tool Damage,2026-06-09,Tool Holder,Major,Automated,755.18,TWF,LINE2-M01
DEF-00635,L02836,Power Defect,2026-06-09,Power Supply,Critical,X-Ray,1724.38,PWF,LINE3-M01
DEF-00636,H02853,Power Defect,2026-06-09,VFD Unit,Major,Ultrasonic,776.5,PWF,LINE2-M02
DEF-00637,H02859,Power Defect,2026-06-09,Drive Motor,Major,Ultrasonic,315.49,PWF,LINE2-M01
DEF-00638,H02871,Power Defect,2026-06-09,Electrical Panel,Major,Automated,254.5,PWF,LINE2-M01
DEF-00639,L02880,Power Defect,2026-06-09,VFD Unit,Minor,Manual,120.02,PWF,LINE1-M01
DEF-00640,M02891,Tool Damage,2026-06-09,Cutting Edge,Major,Automated,413.78,TWF,LINE3-M02
DEF-00641,M02892,Tool Damage,2026-06-09,Tool Holder,Major,X-Ray,458.23,TWF,LINE1-M01
DEF-00642,L02893,Tool Damage,2026-06-09,Cutting Edge,Critical,X-Ray,1129.94,TWF,LINE1-M01
DEF-00643,H02894,Power Defect,2026-06-09,Power Supply,Critical,X-Ray,864.83,PWF,LINE3-M02
DEF-00644,H02895,Tool Damage,2026-06-09,Tool Tip,Critical,X-Ray,2412.83,TWF,LINE2-M01
DEF-00645,L02896,Tool Damage,2026-06-09,Cutting Edge,Major,Visual,327.69,TWF,LINE2-M02
DEF-00646,M02897,Tool Damage,2026-06-09,Spindle Interface,Critical,Ultrasonic,2329.82,TWF,LINE2-M01
DEF-00647,M02898,Tool Damage,2026-06-09,Tool Tip,Critical,Visual,1960.16,TWF,LINE3-M02
DEF-00648,M02899,Tool Damage,2026-06-09,Spindle Interface,Major,Manual,281.06,TWF,LINE3-M02
DEF-00649,L02900,Power Defect,2026-06-09,Drive Motor,Major,Automated,555.22,PWF,LINE1-M01
DEF-00650,M02902,Power Defect,2026-06-09,Electrical Panel,Critical,Manual,1964.23,PWF,LINE1-M01
DEF-00651,L02932,Power Defect,2026-06-09,Drive Motor,Critical,Ultrasonic,2315.36,PWF,LINE2-M02
DEF-00652,H02947,Power Defect,2026-06-09,Electrical Panel,Critical,Automated,1319.95,PWF,LINE3-M02
DEF-00653,M02956,Power Defect,2026-06-09,Drive Motor,Major,Automated,443.35,PWF,LINE2-M02
DEF-00654,L02961,Power Defect,2026-06-09,Power Supply,Critical,X-Ray,911.22,PWF,LINE1-M02
DEF-00655,M02969,Power Defect,2026-06-09,Drive Motor,Critical,Manual,1488.26,PWF,LINE3-M02
DEF-00656,L02977,Power Defect,2026-06-09,Drive Motor,Minor,Manual,153.42,PWF,LINE1-M02
DEF-00657,H02978,Power Defect,2026-06-09,VFD Unit,Critical,Automated,877.45,PWF,LINE1-M02
DEF-00658,L02980,Tool Damage,2026-06-09,Tool Holder,Major,Ultrasonic,485.31,TWF,LINE1-M01
DEF-00659,H02981,Tool Damage,2026-06-09,Cutting Edge,Critical,Ultrasonic,2072.71,TWF,LINE3-M01
DEF-00660,M02982,Tool Damage,2026-06-09,Tool Tip,Major,X-Ray,491.6,TWF,LINE2-M02
DEF-00661,L02983,Tool Damage,2026-06-09,Tool Tip,Minor,Manual,191.62,TWF,LINE1-M01
DEF-00662,L02984,Tool Damage,2026-06-09,Tool Holder,Minor,Manual,199.47,TWF,LINE2-M02
DEF-00663,M02985,Tool Damage,2026-06-09,Tool Holder,Major,Automated,656.31,TWF,LINE3-M02
DEF-00664,L02988,Power Defect,2026-06-09,Drive Motor,Major,X-Ray,422.24,PWF,LINE2-M02
DEF-00665,L02991,Power Defect,2026-06-09,Power Supply,Minor,Visual,103.03,PWF,LINE2-M01
DEF-00666,M03007,Power Defect,2026-06-09,Power Supply,Major,Visual,416.35,PWF,LINE1-M01
DEF-00667,L03008,Power Defect,2026-06-09,Power Supply,Critical,X-Ray,2357.75,PWF,LINE2-M02
DEF-00668,L03010,Power Defect,2026-06-09,Power Supply,Minor,Visual,123.29,PWF,LINE2-M02
DEF-00669,L03036,Power Defect,2026-06-09,VFD Unit,Critical,Ultrasonic,941.83,PWF,LINE2-M02
DEF-00670,H03037,Thermal Defect,2026-06-09,Cooling System,Critical,Automated,1533.41,HDF,LINE3-M02
DEF-00671,H03040,Power Defect,2026-06-09,VFD Unit,Major,Ultrasonic,706.89,PWF,LINE3-M01
DEF-00672,H03060,Tool Damage,2026-06-09,Spindle Interface,Critical,Ultrasonic,1868.33,TWF,LINE2-M01
DEF-00673,M03061,Tool Damage,2026-06-09,Spindle Interface,Major,Automated,711.18,TWF,LINE1-M01
DEF-00674,L03062,Structural Stress,2026-06-09,Chuck Assembly,Critical,Manual,1388.06,OSF,LINE3-M01
DEF-00675,L03063,Tool Damage,2026-06-09,Spindle Interface,Critical,Ultrasonic,1623.74,TWF,LINE1-M02
DEF-00676,L03064,Tool Damage,2026-06-09,Cutting Edge,Major,Visual,593.23,TWF,LINE2-M01
DEF-00677,M03065,Tool Damage,2026-06-09,Spindle Interface,Major,Visual,334.46,TWF,LINE3-M01
DEF-00678,H03067,Tool Damage,2026-06-09,Tool Tip,Major,X-Ray,453.93,TWF,LINE2-M01
DEF-00679,M03068,Tool Damage,2026-06-09,Cutting Edge,Major,X-Ray,706.57,TWF,LINE2-M02
DEF-00680,M03069,Tool Damage,2026-06-09,Cutting Edge,Critical,Manual,1271.47,TWF,LINE1-M01
DEF-00681,L03088,Power Defect,2026-06-09,Power Supply,Critical,X-Ray,1723.09,PWF,LINE2-M01
DEF-00682,L03103,Power Defect,2026-06-09,Electrical Panel,Critical,Ultrasonic,945.06,PWF,LINE1-M01
DEF-00683,H03105,Power Defect,2026-06-09,Electrical Panel,Critical,Visual,1275.08,PWF,LINE1-M01
DEF-00684,H03108,Power Defect,2026-06-09,Drive Motor,Major,Ultrasonic,652.77,PWF,LINE1-M01
DEF-00685,M03115,Power Defect,2026-06-09,VFD Unit,Critical,X-Ray,2053.57,PWF,LINE2-M01
DEF-00686,L03143,Structural Stress,2026-06-10,Gearbox,Critical,Visual,1513.05,OSF,LINE1-M01
DEF-00687,H03146,Tool Damage,2026-06-10,Tool Tip,Critical,Manual,1379.74,TWF,LINE2-M02
DEF-00688,L03148,Power Defect,2026-06-10,Drive Motor,Critical,Visual,1379.09,PWF,LINE2-M02
DEF-00689,H03150,Tool Damage,2026-06-10,Tool Tip,Major,X-Ray,513.82,TWF,LINE2-M01
DEF-00690,M03151,Tool Damage,2026-06-10,Tool Holder,Critical,Visual,2416.62,TWF,LINE3-M02
DEF-00691,L03152,Structural Stress,2026-06-10,Gearbox,Critical,X-Ray,2439.58,OSF,LINE1-M02
DEF-00692,M03154,Tool Damage,2026-06-10,Tool Holder,Critical,X-Ray,2155.25,TWF,LINE2-M01
DEF-00693,L03155,Tool Damage,2026-06-10,Cutting Edge,Critical,Ultrasonic,1721.23,TWF,LINE2-M02
DEF-00694,M03158,Power Defect,2026-06-10,VFD Unit,Critical,Ultrasonic,915.86,PWF,LINE2-M01
DEF-00695,L03159,Power Defect,2026-06-10,VFD Unit,Major,Automated,496.02,PWF,LINE1-M02
DEF-00696,H03163,Power Defect,2026-06-10,Drive Motor,Major,X-Ray,438.23,PWF,LINE3-M01
DEF-00697,M03164,Power Defect,2026-06-10,Power Supply,Critical,Visual,2458.23,PWF,LINE1-M01
DEF-00698,H03166,Power Defect,2026-06-10,Power Supply,Minor,Ultrasonic,179.49,PWF,LINE1-M01
DEF-00699,L03173,Power Defect,2026-06-10,Electrical Panel,Critical,Manual,1826.12,PWF,LINE3-M02
DEF-00700,M03179,Thermal Defect,2026-06-10,Cooling System,Minor,Visual,79.66,HDF,LINE1-M01
DEF-00701,L03180,Thermal Defect,2026-06-10,Heat Exchanger,Minor,Visual,115.65,HDF,LINE2-M01
DEF-00702,L03186,Thermal Defect,2026-06-10,Bearing Assembly,Major,Automated,498.39,HDF,LINE2-M02
DEF-00703,L03190,Thermal Defect,2026-06-10,Cooling System,Critical,X-Ray,1576.35,HDF,LINE3-M01
DEF-00704,H03193,Power Defect,2026-06-10,Power Supply,Major,Manual,280.23,PWF,LINE2-M01
DEF-00705,L03196,Thermal Defect,2026-06-10,Bearing Assembly,Major,Manual,770.47,HDF,LINE3-M01
DEF-00706,L03205,Power Defect,2026-06-10,Electrical Panel,Critical,Visual,1965.93,PWF,LINE3-M02
DEF-00707,L03209,Power Defect,2026-06-10,Electrical Panel,Minor,X-Ray,120.64,PWF,LINE1-M02
DEF-00708,M03211,Thermal Defect,2026-06-10,Heat Exchanger,Critical,X-Ray,1066.21,HDF,LINE2-M02
DEF-00709,L03213,Power Defect,2026-06-10,VFD Unit,Minor,Visual,240.46,PWF,LINE2-M01
DEF-00710,L03217,Thermal Defect,2026-06-10,Bearing Assembly,Major,Automated,594.2,HDF,LINE2-M02
DEF-00711,M03229,Tool Damage,2026-06-10,Cutting Edge,Major,Manual,774.66,TWF,LINE3-M02
DEF-00712,L03230,Tool Damage,2026-06-10,Spindle Interface,Major,Visual,655.12,TWF,LINE3-M02
DEF-00713,M03232,Tool Damage,2026-06-10,Cutting Edge,Minor,X-Ray,147.18,TWF,LINE1-M01
DEF-00714,M03233,Tool Damage,2026-06-10,Spindle Interface,Major,Manual,553.41,TWF,LINE2-M01
DEF-00715,L03234,Tool Damage,2026-06-10,Tool Holder,Minor,Visual,217.28,TWF,LINE1-M01
DEF-00716,L03235,Tool Damage,2026-06-10,Cutting Edge,Major,X-Ray,709.57,TWF,LINE2-M01
DEF-00717,M03237,Tool Damage,2026-06-10,Cutting Edge,Critical,X-Ray,2382.15,TWF,LINE3-M01
DEF-00718,M03239,Tool Damage,2026-06-10,Cutting Edge,Critical,Automated,907.76,TWF,LINE1-M02
DEF-00719,L03240,Tool Damage,2026-06-10,Cutting Edge,Major,Manual,720.19,TWF,LINE1-M02
DEF-00720,M03258,Power Defect,2026-06-10,Electrical Panel,Critical,Manual,1928.11,PWF,LINE2-M02
DEF-00721,M03266,Thermal Defect,2026-06-10,Cooling System,Major,Manual,512.73,HDF,LINE3-M02
DEF-00722,M03267,Power Defect,2026-06-10,Power Supply,Critical,Manual,1798.66,PWF,LINE3-M01
DEF-00723,M03281,Power Defect,2026-06-10,VFD Unit,Critical,X-Ray,1661.46,PWF,LINE1-M01
DEF-00724,M03297,Power Defect,2026-06-10,Drive Motor,Minor,Visual,91.06,PWF,LINE2-M01
DEF-00725,H03314,Tool Damage,2026-06-10,Tool Tip,Major,Visual,693.33,TWF,LINE2-M01
DEF-00726,M03316,Tool Damage,2026-06-10,Spindle Interface,Minor,Visual,97.0,TWF,LINE1-M02
DEF-00727,L03317,Tool Damage,2026-06-10,Spindle Interface,Minor,Automated,73.16,TWF,LINE2-M02
DEF-00728,L03320,Structural Stress,2026-06-10,Chuck Assembly,Critical,Automated,2311.04,OSF,LINE3-M01
DEF-00729,L03321,Tool Damage,2026-06-10,Spindle Interface,Major,X-Ray,274.86,TWF,LINE3-M01
DEF-00730,M03323,Tool Damage,2026-06-10,Cutting Edge,Critical,Visual,1225.19,TWF,LINE2-M01
DEF-00731,H03324,Tool Damage,2026-06-10,Tool Holder,Critical,Automated,2292.93,TWF,LINE1-M02
